t,x,y,vx,vy,mass_total,P
  1.3770,  9.649164,  7.829811,   7.8908,   1.0279,  0.150000, 227857.29
  1.3780,  9.657055,  7.830834,   7.8902,   1.0180,  0.150000, 227857.29
  1.3790,  9.664944,  7.831847,   7.8895,   1.0081,  0.150000, 227857.29
  1.3800,  9.672834,  7.832850,   7.8889,   0.9982,  0.150000, 227857.29
  1.3810,  9.680722,  7.833844,   7.8882,   0.9883,  0.150000, 227857.29
  1.3820,  9.688610,  7.834827,   7.8876,   0.9784,  0.150000, 227857.29
  1.3830,  9.696497,  7.835801,   7.8870,   0.9686,  0.150000, 227857.29
  1.3840,  9.704384,  7.836764,   7.8863,   0.9587,  0.150000, 227857.29
  1.3850,  9.712270,  7.837718,   7.8857,   0.9488,  0.150000, 227857.29
  1.3860,  9.720155,  7.838662,   7.8850,   0.9389,  0.150000, 227857.29
  1.3870,  9.728040,  7.839596,   7.8844,   0.9290,  0.150000, 227857.29
  1.3880,  9.735924,  7.840520,   7.8838,   0.9191,  0.150000, 227857.29
  1.3890,  9.743808,  7.841434,   7.8831,   0.9093,  0.150000, 227857.29
  1.3900,  9.751690,  7.842338,   7.8825,   0.8994,  0.150000, 227857.29
  1.3910,  9.759573,  7.843233,   7.8818,   0.8895,  0.150000, 227857.29
  1.3920,  9.767454,  7.844117,   7.8812,   0.8796,  0.150000, 227857.29
  1.3930,  9.775335,  7.844992,   7.8806,   0.8697,  0.150000, 227857.29
  1.3940,  9.783215,  7.845857,   7.8799,   0.8599,  0.150000, 227857.29
  1.3950,  9.791095,  7.846712,   7.8793,   0.8500,  0.150000, 227857.29
  1.3960,  9.798974,  7.847557,   7.8787,   0.8401,  0.150000, 227857.29
  1.3970,  9.806852,  7.848392,   7.8780,   0.8302,  0.150000, 227857.29
  1.3980,  9.814730,  7.849217,   7.8774,   0.8204,  0.150000, 227857.29
  1.3990,  9.822607,  7.850033,   7.8767,   0.8105,  0.150000, 227857.29
  1.4000,  9.830483,  7.850838,   7.8761,   0.8006,  0.150000, 227857.29
  1.4010,  9.838359,  7.851634,   7.8755,   0.7907,  0.150000, 227857.29
  1.4020,  9.846234,  7.852420,   7.8748,   0.7809,  0.150000, 227857.29
  1.4030,  9.854109,  7.853196,   7.8742,   0.7710,  0.150000, 227857.29
  1.4040,  9.861983,  7.853962,   7.8736,   0.7611,  0.150000, 227857.29
  1.4050,  9.869856,  7.854718,   7.8729,   0.7513,  0.150000, 227857.29
  1.4060,  9.877729,  7.855464,   7.8723,   0.7414,  0.150000, 227857.29
  1.4070,  9.885601,  7.856201,   7.8717,   0.7315,  0.150000, 227857.29
  1.4080,  9.893472,  7.856927,   7.8710,   0.7217,  0.150000, 227857.29
  1.4090,  9.901343,  7.857644,   7.8704,   0.7118,  0.150000, 227857.29
  1.4100,  9.909213,  7.858351,   7.8698,   0.7019,  0.150000, 227857.29
  1.4110,  9.917082,  7.859048,   7.8691,   0.6921,  0.150000, 227857.29
  1.4120,  9.924951,  7.859735,   7.8685,   0.6822,  0.150000, 227857.29
  1.4130,  9.932819,  7.860412,   7.8679,   0.6723,  0.150000, 227857.29
  1.4140,  9.940687,  7.861080,   7.8672,   0.6625,  0.150000, 227857.29
  1.4150,  9.948554,  7.861737,   7.8666,   0.6526,  0.150000, 227857.29
  1.4160,  9.956420,  7.862385,   7.8659,   0.6428,  0.150000, 227857.29
  1.4170,  9.964286,  7.863023,   7.8653,   0.6329,  0.150000, 227857.29
  1.4180,  9.972151,  7.863651,   7.8647,   0.6231,  0.150000, 227857.29
  1.4190,  9.980015,  7.864269,   7.8640,   0.6132,  0.150000, 227857.29
  1.4200,  9.987879,  7.864877,   7.8634,   0.6033,  0.150000, 227857.29
  1.4210,  9.995742,  7.865475,   7.8628,   0.5935,  0.150000, 227857.29
  1.4220, 10.003604,  7.866064,   7.8621,   0.5836,  0.150000, 227857.29
  1.4230, 10.011466,  7.866643,   7.8615,   0.5738,  0.150000, 227857.29
  1.4240, 10.019327,  7.867212,   7.8609,   0.5639,  0.150000, 227857.29
  1.4250, 10.027188,  7.867771,   7.8603,   0.5541,  0.150000, 227857.29
  1.4260, 10.035048,  7.868320,   7.8596,   0.5442,  0.150000, 227857.29
  1.4270, 10.042907,  7.868859,   7.8590,   0.5344,  0.150000, 227857.29
  1.4280, 10.050766,  7.869388,   7.8584,   0.5245,  0.150000, 227857.29
  1.4290, 10.058624,  7.869908,   7.8577,   0.5147,  0.150000, 227857.29
  1.4300, 10.066481,  7.870418,   7.8571,   0.5048,  0.150000, 227857.29
  1.4310, 10.074338,  7.870918,   7.8565,   0.4950,  0.150000, 227857.29
  1.4320, 10.082194,  7.871408,   7.8558,   0.4851,  0.150000, 227857.29
  1.4330, 10.090050,  7.871888,   7.8552,   0.4753,  0.150000, 227857.29
  1.4340, 10.097904,  7.872358,   7.8546,   0.4654,  0.150000, 227857.29
  1.4350, 10.105759,  7.872819,   7.8539,   0.4556,  0.150000, 227857.29
  1.4360, 10.113612,  7.873270,   7.8533,   0.4458,  0.150000, 227857.29
  1.4370, 10.121465,  7.873710,   7.8527,   0.4359,  0.150000, 227857.29
  1.4380, 10.129318,  7.874141,   7.8520,   0.4261,  0.150000, 227857.29
  1.4390, 10.137169,  7.874563,   7.8514,   0.4162,  0.150000, 227857.29
  1.4400, 10.145020,  7.874974,   7.8508,   0.4064,  0.150000, 227857.29
  1.4410, 10.152871,  7.875375,   7.8502,   0.3965,  0.150000, 227857.29
  1.4420, 10.160721,  7.875767,   7.8495,   0.3867,  0.150000, 227857.29
  1.4430, 10.168570,  7.876149,   7.8489,   0.3769,  0.150000, 227857.29
  1.4440, 10.176419,  7.876521,   7.8483,   0.3670,  0.150000, 227857.29
  1.4450, 10.184267,  7.876883,   7.8476,   0.3572,  0.150000, 227857.29
  1.4460, 10.192114,  7.877235,   7.8470,   0.3474,  0.150000, 227857.29
  1.4470, 10.199961,  7.877577,   7.8464,   0.3375,  0.150000, 227857.29
  1.4480, 10.207807,  7.877910,   7.8457,   0.3277,  0.150000, 227857.29
  1.4490, 10.215652,  7.878233,   7.8451,   0.3179,  0.150000, 227857.29
  1.4500, 10.223497,  7.878546,   7.8445,   0.3080,  0.150000, 227857.29
  1.4510, 10.231341,  7.878849,   7.8439,   0.2982,  0.150000, 227857.29
  1.4520, 10.239185,  7.879142,   7.8432,   0.2884,  0.150000, 227857.29
  1.4530, 10.247027,  7.879426,   7.8426,   0.2785,  0.150000, 227857.29
  1.4540, 10.254870,  7.879699,   7.8420,   0.2687,  0.150000, 227857.29
  1.4550, 10.262711,  7.879963,   7.8413,   0.2589,  0.150000, 227857.29
  1.4560, 10.270552,  7.880217,   7.8407,   0.2491,  0.150000, 227857.29
  1.4570, 10.278393,  7.880461,   7.8401,   0.2392,  0.150000, 227857.29
  1.4580, 10.286233,  7.880696,   7.8395,   0.2294,  0.150000, 227857.29
  1.4590, 10.294072,  7.880920,   7.8388,   0.2196,  0.150000, 227857.29
  1.4600, 10.301910,  7.881135,   7.8382,   0.2098,  0.150000, 227857.29
  1.4610, 10.309748,  7.881340,   7.8376,   0.1999,  0.150000, 227857.29
  1.4620, 10.317585,  7.881535,   7.8370,   0.1901,  0.150000, 227857.29
  1.4630, 10.325422,  7.881720,   7.8363,   0.1803,  0.150000, 227857.29
  1.4640, 10.333258,  7.881895,   7.8357,   0.1705,  0.150000, 227857.29
  1.4650, 10.341094,  7.882061,   7.8351,   0.1606,  0.150000, 227857.29
  1.4660, 10.348928,  7.882216,   7.8344,   0.1508,  0.150000, 227857.29
  1.4670, 10.356762,  7.882362,   7.8338,   0.1410,  0.150000, 227857.29
  1.4680, 10.364596,  7.882498,   7.8332,   0.1312,  0.150000, 227857.29
  1.4690, 10.372429,  7.882625,   7.8326,   0.1214,  0.150000, 227857.29
  1.4700, 10.380261,  7.882741,   7.8319,   0.1116,  0.150000, 227857.29
  1.4710, 10.388093,  7.882848,   7.8313,   0.1017,  0.150000, 227857.29
  1.4720, 10.395924,  7.882945,   7.8307,   0.0919,  0.150000, 227857.29
  1.4730, 10.403754,  7.883032,   7.8301,   0.0821,  0.150000, 227857.29
  1.4740, 10.411584,  7.883109,   7.8294,   0.0723,  0.150000, 227857.29
  1.4750, 10.419413,  7.883176,   7.8288,   0.0625,  0.150000, 227857.29
  1.4760, 10.427241,  7.883234,   7.8282,   0.0527,  0.150000, 227857.29
  1.4770, 10.435069,  7.883282,   7.8276,   0.0429,  0.150000, 227857.29
  1.4780, 10.442897,  7.883320,   7.8269,   0.0331,  0.150000, 227857.29
  1.4790, 10.450723,  7.883348,   7.8263,   0.0232,  0.150000, 227857.29
  1.4800, 10.458549,  7.883366,   7.8257,   0.0134,  0.150000, 227857.29
  1.4810, 10.466375,  7.883375,   7.8251,   0.0036,  0.150000, 227857.29
  1.4820, 10.474199,  7.883373,   7.8244,  -0.0062,  0.150000, 227857.29
  1.4830, 10.482023,  7.883362,   7.8238,  -0.0160,  0.150000, 227857.29
  1.4840, 10.489847,  7.883341,   7.8232,  -0.0258,  0.150000, 227857.29
  1.4850, 10.497670,  7.883311,   7.8226,  -0.0356,  0.150000, 227857.29
  1.4860, 10.505492,  7.883270,   7.8219,  -0.0454,  0.150000, 227857.29
  1.4870, 10.513314,  7.883220,   7.8213,  -0.0552,  0.150000, 227857.29
  1.4880, 10.521135,  7.883160,   7.8207,  -0.0650,  0.150000, 227857.29
  1.4890, 10.528955,  7.883090,   7.8201,  -0.0748,  0.150000, 227857.29
  1.4900, 10.536775,  7.883010,   7.8194,  -0.0846,  0.150000, 227857.29
  1.4910, 10.544594,  7.882921,   7.8188,  -0.0944,  0.150000, 227857.29
  1.4920, 10.552412,  7.882821,   7.8182,  -0.1042,  0.150000, 227857.29
  1.4930, 10.560230,  7.882712,   7.8176,  -0.1140,  0.150000, 227857.29
  1.4940, 10.568047,  7.882593,   7.8169,  -0.1238,  0.150000, 227857.29
  1.4950, 10.575864,  7.882464,   7.8163,  -0.1336,  0.150000, 227857.29
  1.4960, 10.583680,  7.882326,   7.8157,  -0.1434,  0.150000, 227857.29
  1.4970, 10.591495,  7.882178,   7.8151,  -0.1532,  0.150000, 227857.29
  1.4980, 10.599310,  7.882020,   7.8144,  -0.1630,  0.150000, 227857.29
  1.4990, 10.607124,  7.881852,   7.8138,  -0.1728,  0.150000, 227857.29
  1.5000, 10.614938,  7.881674,   7.8132,  -0.1826,  0.150000, 227857.29
  1.5010, 10.622751,  7.881487,   7.8126,  -0.1924,  0.150000, 227857.29
  1.5020, 10.630563,  7.881289,   7.8119,  -0.2022,  0.150000, 227857.29
  1.5030, 10.638375,  7.881082,   7.8113,  -0.2119,  0.150000, 227857.29
  1.5040, 10.646186,  7.880865,   7.8107,  -0.2217,  0.150000, 227857.29
  1.5050, 10.653996,  7.880639,   7.8101,  -0.2315,  0.150000, 227857.29
  1.5060, 10.661806,  7.880402,   7.8095,  -0.2413,  0.150000, 227857.29
  1.5070, 10.669615,  7.880156,   7.8088,  -0.2511,  0.150000, 227857.29
  1.5080, 10.677424,  7.879900,   7.8082,  -0.2609,  0.150000, 227857.29
  1.5090, 10.685231,  7.879634,   7.8076,  -0.2707,  0.150000, 227857.29
  1.5100, 10.693039,  7.879359,   7.8070,  -0.2805,  0.150000, 227857.29
  1.5110, 10.700845,  7.879073,   7.8063,  -0.2902,  0.150000, 227857.29
  1.5120, 10.708651,  7.878778,   7.8057,  -0.3000,  0.150000, 227857.29
  1.5130, 10.716457,  7.878473,   7.8051,  -0.3098,  0.150000, 227857.29
  1.5140, 10.724262,  7.878159,   7.8045,  -0.3196,  0.150000, 227857.29
  1.5150, 10.732066,  7.877834,   7.8039,  -0.3294,  0.150000, 227857.29
  1.5160, 10.739869,  7.877500,   7.8032,  -0.3392,  0.150000, 227857.29
  1.5170, 10.747672,  7.877156,   7.8026,  -0.3489,  0.150000, 227857.29
  1.5180, 10.755474,  7.876802,   7.8020,  -0.3587,  0.150000, 227857.29
  1.5190, 10.763276,  7.876439,   7.8014,  -0.3685,  0.150000, 227857.29
  1.5200, 10.771077,  7.876065,   7.8007,  -0.3783,  0.150000, 227857.29
  1.5210, 10.778878,  7.875682,   7.8001,  -0.3880,  0.150000, 227857.29
  1.5220, 10.786677,  7.875289,   7.7995,  -0.3978,  0.150000, 227857.29
  1.5230, 10.794477,  7.874886,   7.7989,  -0.4076,  0.150000, 227857.29
  1.5240, 10.802275,  7.874474,   7.7983,  -0.4174,  0.150000, 227857.29
  1.5250, 10.810073,  7.874052,   7.7976,  -0.4271,  0.150000, 227857.29
  1.5260, 10.817870,  7.873620,   7.7970,  -0.4369,  0.150000, 227857.29
  1.5270, 10.825667,  7.873178,   7.7964,  -0.4467,  0.150000, 227857.29
  1.5280, 10.833463,  7.872726,   7.7958,  -0.4565,  0.150000, 227857.29
  1.5290, 10.841259,  7.872265,   7.7951,  -0.4662,  0.150000, 227857.29
  1.5300, 10.849054,  7.871794,   7.7945,  -0.4760,  0.150000, 227857.29
  1.5310, 10.856848,  7.871313,   7.7939,  -0.4858,  0.150000, 227857.29
  1.5320, 10.864641,  7.870822,   7.7933,  -0.4955,  0.150000, 227857.29
  1.5330, 10.872434,  7.870322,   7.7927,  -0.5053,  0.150000, 227857.29
  1.5340, 10.880227,  7.869812,   7.7920,  -0.5151,  0.150000, 227857.29
  1.5350, 10.888018,  7.869292,   7.7914,  -0.5248,  0.150000, 227857.29
  1.5360, 10.895810,  7.868762,   7.7908,  -0.5346,  0.150000, 227857.29
  1.5370, 10.903600,  7.868222,   7.7902,  -0.5444,  0.150000, 227857.29
  1.5380, 10.911390,  7.867673,   7.7896,  -0.5541,  0.150000, 227857.29
  1.5390, 10.919179,  7.867114,   7.7889,  -0.5639,  0.150000, 227857.29
  1.5400, 10.926968,  7.866545,   7.7883,  -0.5736,  0.150000, 227857.29
  1.5410, 10.934756,  7.865967,   7.7877,  -0.5834,  0.150000, 227857.29
  1.5420, 10.942543,  7.865379,   7.7871,  -0.5932,  0.150000, 227857.29
  1.5430, 10.950330,  7.864781,   7.7865,  -0.6029,  0.150000, 227857.29
  1.5440, 10.958116,  7.864173,   7.7858,  -0.6127,  0.150000, 227857.29
  1.5450, 10.965902,  7.863555,   7.7852,  -0.6224,  0.150000, 227857.29
  1.5460, 10.973687,  7.862928,   7.7846,  -0.6322,  0.150000, 227857.29
  1.5470, 10.981471,  7.862291,   7.7840,  -0.6420,  0.150000, 227857.29
  1.5480, 10.989254,  7.861644,   7.7833,  -0.6517,  0.150000, 227857.29
  1.5490, 10.997037,  7.860987,   7.7827,  -0.6615,  0.150000, 227857.29
  1.5500, 11.004820,  7.860321,   7.7821,  -0.6712,  0.150000, 227857.29
  1.5510, 11.012602,  7.859645,   7.7815,  -0.6810,  0.150000, 227857.29
  1.5520, 11.020383,  7.858959,   7.7809,  -0.6907,  0.150000, 227857.29
  1.5530, 11.028163,  7.858263,   7.7802,  -0.7005,  0.150000, 227857.29
  1.5540, 11.035943,  7.857558,   7.7796,  -0.7102,  0.150000, 227857.29
  1.5550, 11.043723,  7.856843,   7.7790,  -0.7200,  0.150000, 227857.29
  1.5560, 11.051501,  7.856118,   7.7784,  -0.7297,  0.150000, 227857.29
  1.5570, 11.059279,  7.855384,   7.7778,  -0.7395,  0.150000, 227857.29
  1.5580, 11.067057,  7.854639,   7.7771,  -0.7492,  0.150000, 227857.29
  1.5590, 11.074834,  7.853885,   7.7765,  -0.7590,  0.150000, 227857.29
  1.5600, 11.082610,  7.853121,   7.7759,  -0.7687,  0.150000, 227857.29
  1.5610, 11.090386,  7.852348,   7.7753,  -0.7785,  0.150000, 227857.29
  1.5620, 11.098161,  7.851564,   7.7747,  -0.7882,  0.150000, 227857.29
  1.5630, 11.105935,  7.850771,   7.7740,  -0.7980,  0.150000, 227857.29
  1.5640, 11.113709,  7.849968,   7.7734,  -0.8077,  0.150000, 227857.29
  1.5650, 11.121482,  7.849156,   7.7728,  -0.8174,  0.150000, 227857.29
  1.5660, 11.129254,  7.848334,   7.7722,  -0.8272,  0.150000, 227857.29
  1.5670, 11.137026,  7.847502,   7.7716,  -0.8369,  0.150000, 227857.29
  1.5680, 11.144797,  7.846660,   7.7709,  -0.8467,  0.150000, 227857.29
  1.5690, 11.152568,  7.845808,   7.7703,  -0.8564,  0.150000, 227857.29
  1.5700, 11.160338,  7.844947,   7.7697,  -0.8661,  0.150000, 227857.29
  1.5710, 11.168107,  7.844076,   7.7691,  -0.8759,  0.150000, 227857.29
  1.5720, 11.175876,  7.843195,   7.7685,  -0.8856,  0.150000, 227857.29
  1.5730, 11.183644,  7.842305,   7.7678,  -0.8953,  0.150000, 227857.29
  1.5740, 11.191412,  7.841404,   7.7672,  -0.9051,  0.150000, 227857.29
  1.5750, 11.199179,  7.840495,   7.7666,  -0.9148,  0.150000, 227857.29
  1.5760, 11.206945,  7.839575,   7.7660,  -0.9246,  0.150000, 227857.29
  1.5770, 11.214711,  7.838645,   7.7654,  -0.9343,  0.150000, 227857.29
  1.5780, 11.222476,  7.837706,   7.7647,  -0.9440,  0.150000, 227857.29
  1.5790, 11.230240,  7.836757,   7.7641,  -0.9537,  0.150000, 227857.29
  1.5800, 11.238004,  7.835799,   7.7635,  -0.9635,  0.150000, 227857.29
  1.5810, 11.245767,  7.834830,   7.7629,  -0.9732,  0.150000, 227857.29
  1.5820, 11.253530,  7.833852,   7.7623,  -0.9829,  0.150000, 227857.29
  1.5830, 11.261292,  7.832865,   7.7616,  -0.9927,  0.150000, 227857.29
  1.5840, 11.269053,  7.831867,   7.7610,  -1.0024,  0.150000, 227857.29
  1.5850, 11.276814,  7.830860,   7.7604,  -1.0121,  0.150000, 227857.29
  1.5860, 11.284574,  7.829843,   7.7598,  -1.0218,  0.150000, 227857.29
  1.5870, 11.292333,  7.828816,   7.7592,  -1.0316,  0.150000, 227857.29
  1.5880, 11.300092,  7.827780,   7.7585,  -1.0413,  0.150000, 227857.29
  1.5890, 11.307850,  7.826734,   7.7579,  -1.0510,  0.150000, 227857.29
  1.5900, 11.315608,  7.825678,   7.7573,  -1.0607,  0.150000, 227857.29
  1.5910, 11.323365,  7.824612,   7.7567,  -1.0705,  0.150000, 227857.29
  1.5920, 11.331121,  7.823537,   7.7561,  -1.0802,  0.150000, 227857.29
  1.5930, 11.338877,  7.822452,   7.7554,  -1.0899,  0.150000, 227857.29
  1.5940, 11.346632,  7.821357,   7.7548,  -1.0996,  0.150000, 227857.29
  1.5950, 11.354387,  7.820252,   7.7542,  -1.1093,  0.150000, 227857.29
  1.5960, 11.362141,  7.819138,   7.7536,  -1.1191,  0.150000, 227857.29
  1.5970, 11.369894,  7.818014,   7.7530,  -1.1288,  0.150000, 227857.29
  1.5980, 11.377647,  7.816881,   7.7523,  -1.1385,  0.150000, 227857.29
  1.5990, 11.385399,  7.815737,   7.7517,  -1.1482,  0.150000, 227857.29
  1.6000, 11.393150,  7.814584,   7.7511,  -1.1579,  0.150000, 227857.29
  1.6010, 11.400901,  7.813421,   7.7505,  -1.1676,  0.150000, 227857.29
  1.6020, 11.408651,  7.812249,   7.7499,  -1.1773,  0.150000, 227857.29
  1.6030, 11.416401,  7.811067,   7.7492,  -1.1871,  0.150000, 227857.29
  1.6040, 11.424150,  7.809875,   7.7486,  -1.1968,  0.150000, 227857.29
  1.6050, 11.431898,  7.808673,   7.7480,  -1.2065,  0.150000, 227857.29
  1.6060, 11.439646,  7.807462,   7.7474,  -1.2162,  0.150000, 227857.29
  1.6070, 11.447393,  7.806241,   7.7468,  -1.2259,  0.150000, 227857.29
  1.6080, 11.455139,  7.805010,   7.7461,  -1.2356,  0.150000, 227857.29
  1.6090, 11.462885,  7.803770,   7.7455,  -1.2453,  0.150000, 227857.29
  1.6100, 11.470630,  7.802519,   7.7449,  -1.2550,  0.150000, 227857.29
  1.6110, 11.478375,  7.801260,   7.7443,  -1.2647,  0.150000, 227857.29
  1.6120, 11.486119,  7.799990,   7.7437,  -1.2744,  0.150000, 227857.29
  1.6130, 11.493862,  7.798711,   7.7430,  -1.2841,  0.150000, 227857.29
  1.6140, 11.501605,  7.797422,   7.7424,  -1.2938,  0.150000, 227857.29
  1.6150, 11.509347,  7.796123,   7.7418,  -1.3035,  0.150000, 227857.29
  1.6160, 11.517088,  7.794815,   7.7412,  -1.3133,  0.150000, 227857.29
  1.6170, 11.524829,  7.793496,   7.7406,  -1.3230,  0.150000, 227857.29
  1.6180, 11.532569,  7.792169,   7.7399,  -1.3327,  0.150000, 227857.29
  1.6190, 11.540309,  7.790831,   7.7393,  -1.3424,  0.150000, 227857.29
  1.6200, 11.548048,  7.789484,   7.7387,  -1.3521,  0.150000, 227857.29
  1.6210, 11.555786,  7.788127,   7.7381,  -1.3618,  0.150000, 227857.29
  1.6220, 11.563524,  7.786760,   7.7375,  -1.3714,  0.150000, 227857.29
  1.6230, 11.571261,  7.785384,   7.7368,  -1.3811,  0.150000, 227857.29
  1.6240, 11.578998,  7.783998,   7.7362,  -1.3908,  0.150000, 227857.29
  1.6250, 11.586734,  7.782602,   7.7356,  -1.4005,  0.150000, 227857.29
  1.6260, 11.594469,  7.781197,   7.7350,  -1.4102,  0.150000, 227857.29
  1.6270, 11.602204,  7.779782,   7.7344,  -1.4199,  0.150000, 227857.29
  1.6280, 11.609938,  7.778357,   7.7337,  -1.4296,  0.150000, 227857.29
  1.6290, 11.617671,  7.776923,   7.7331,  -1.4393,  0.150000, 227857.29
  1.6300, 11.625404,  7.775479,   7.7325,  -1.4490,  0.150000, 227857.29
  1.6310, 11.633136,  7.774025,   7.7319,  -1.4587,  0.150000, 227857.29
  1.6320, 11.640868,  7.772561,   7.7312,  -1.4684,  0.150000, 227857.29
  1.6330, 11.648599,  7.771088,   7.7306,  -1.4781,  0.150000, 227857.29
  1.6340, 11.656329,  7.769605,   7.7300,  -1.4878,  0.150000, 227857.29
  1.6350, 11.664059,  7.768113,   7.7294,  -1.4974,  0.150000, 227857.29
  1.6360, 11.671788,  7.766610,   7.7288,  -1.5071,  0.150000, 227857.29
  1.6370, 11.679516,  7.765098,   7.7281,  -1.5168,  0.150000, 227857.29
  1.6380, 11.687244,  7.763577,   7.7275,  -1.5265,  0.150000, 227857.29
  1.6390, 11.694971,  7.762045,   7.7269,  -1.5362,  0.150000, 227857.29
  1.6400, 11.702698,  7.760504,   7.7263,  -1.5459,  0.150000, 227857.29
  1.6410, 11.710424,  7.758954,   7.7257,  -1.5555,  0.150000, 227857.29
  1.6420, 11.718149,  7.757393,   7.7250,  -1.5652,  0.150000, 227857.29
  1.6430, 11.725874,  7.755823,   7.7244,  -1.5749,  0.150000, 227857.29
  1.6440, 11.733598,  7.754243,   7.7238,  -1.5846,  0.150000, 227857.29
  1.6450, 11.741321,  7.752654,   7.7232,  -1.5943,  0.150000, 227857.29
  1.6460, 11.749044,  7.751055,   7.7225,  -1.6039,  0.150000, 227857.29
  1.6470, 11.756767,  7.749446,   7.7219,  -1.6136,  0.150000, 227857.29
  1.6480, 11.764488,  7.747828,   7.7213,  -1.6233,  0.150000, 227857.29
  1.6490, 11.772209,  7.746199,   7.7207,  -1.6330,  0.150000, 227857.29
  1.6500, 11.779930,  7.744562,   7.7201,  -1.6427,  0.150000, 227857.29
  1.6510, 11.787649,  7.742914,   7.7194,  -1.6523,  0.150000, 227857.29
  1.6520, 11.795368,  7.741257,   7.7188,  -1.6620,  0.150000, 227857.29
  1.6530, 11.803087,  7.739590,   7.7182,  -1.6717,  0.150000, 227857.29
  1.6540, 11.810805,  7.737914,   7.7176,  -1.6813,  0.150000, 227857.29
  1.6550, 11.818522,  7.736227,   7.7169,  -1.6910,  0.150000, 227857.29
  1.6560, 11.826239,  7.734532,   7.7163,  -1.7007,  0.150000, 227857.29
  1.6570, 11.833955,  7.732826,   7.7157,  -1.7104,  0.150000, 227857.29
  1.6580, 11.841670,  7.731111,   7.7151,  -1.7200,  0.150000, 227857.29
  1.6590, 11.849385,  7.729386,   7.7145,  -1.7297,  0.150000, 227857.29
  1.6600, 11.857099,  7.727651,   7.7138,  -1.7394,  0.150000, 227857.29
  1.6610, 11.864813,  7.725907,   7.7132,  -1.7490,  0.150000, 227857.29
  1.6620, 11.872525,  7.724153,   7.7126,  -1.7587,  0.150000, 227857.29
  1.6630, 11.880238,  7.722390,   7.7120,  -1.7684,  0.150000, 227857.29
  1.6640, 11.887949,  7.720617,   7.7113,  -1.7780,  0.150000, 227857.29
  1.6650, 11.895660,  7.718834,   7.7107,  -1.7877,  0.150000, 227857.29
  1.6660, 11.903371,  7.717041,   7.7101,  -1.7973,  0.150000, 227857.29
  1.6670, 11.911081,  7.715239,   7.7095,  -1.8070,  0.150000, 227857.29
  1.6680, 11.918790,  7.713427,   7.7089,  -1.8167,  0.150000, 227857.29
  1.6690, 11.926498,  7.711606,   7.7082,  -1.8263,  0.150000, 227857.29
  1.6700, 11.934206,  7.709775,   7.7076,  -1.8360,  0.150000, 227857.29
  1.6710, 11.941914,  7.707934,   7.7070,  -1.8456,  0.150000, 227857.29
  1.6720, 11.949620,  7.706083,   7.7064,  -1.8553,  0.150000, 227857.29
  1.6730, 11.957326,  7.704223,   7.7057,  -1.8650,  0.150000, 227857.29
  1.6740, 11.965032,  7.702353,   7.7051,  -1.8746,  0.150000, 227857.29
  1.6750, 11.972736,  7.700474,   7.7045,  -1.8843,  0.150000, 227857.29
  1.6760, 11.980441,  7.698585,   7.7039,  -1.8939,  0.150000, 227857.29
  1.6770, 11.988144,  7.696686,   7.7032,  -1.9036,  0.150000, 227857.29
  1.6780, 11.995847,  7.694778,   7.7026,  -1.9132,  0.150000, 227857.29
  1.6790, 12.003549,  7.692860,   7.7020,  -1.9229,  0.150000, 227857.29
  1.6800, 12.011251,  7.690932,   7.7014,  -1.9325,  0.150000, 227857.29
  1.6810, 12.018952,  7.688995,   7.7007,  -1.9422,  0.150000, 227857.29
  1.6820, 12.026653,  7.687048,   7.7001,  -1.9518,  0.150000, 227857.29
  1.6830, 12.034352,  7.685091,   7.6995,  -1.9615,  0.150000, 227857.29
  1.6840, 12.042052,  7.683125,   7.6989,  -1.9711,  0.150000, 227857.29
  1.6850, 12.049750,  7.681149,   7.6982,  -1.9808,  0.150000, 227857.29
  1.6860, 12.057448,  7.679163,   7.6976,  -1.9904,  0.150000, 227857.29
  1.6870, 12.065145,  7.677168,   7.6970,  -2.0001,  0.150000, 227857.29
  1.6880, 12.072842,  7.675163,   7.6964,  -2.0097,  0.150000, 227857.29
  1.6890, 12.080538,  7.673148,   7.6957,  -2.0194,  0.150000, 227857.29
  1.6900, 12.088234,  7.671124,   7.6951,  -2.0290,  0.150000, 227857.29
  1.6910, 12.095928,  7.669090,   7.6945,  -2.0386,  0.150000, 227857.29
  1.6920, 12.103623,  7.667047,   7.6939,  -2.0483,  0.150000, 227857.29
  1.6930, 12.111316,  7.664994,   7.6932,  -2.0579,  0.150000, 227857.29
  1.6940, 12.119009,  7.662931,   7.6926,  -2.0676,  0.150000, 227857.29
  1.6950, 12.126701,  7.660859,   7.6920,  -2.0772,  0.150000, 227857.29
  1.6960, 12.134393,  7.658777,   7.6914,  -2.0868,  0.150000, 227857.29
  1.6970, 12.142084,  7.656685,   7.6907,  -2.0965,  0.150000, 227857.29
  1.6980, 12.149774,  7.654584,   7.6901,  -2.1061,  0.150000, 227857.29
  1.6990, 12.157464,  7.652473,   7.6895,  -2.1157,  0.150000, 227857.29
  1.7000, 12.165153,  7.650352,   7.6889,  -2.1254,  0.150000, 227857.29
  1.7010, 12.172842,  7.648222,   7.6882,  -2.1350,  0.150000, 227857.29
  1.7020, 12.180530,  7.646082,   7.6876,  -2.1446,  0.150000, 227857.29
  1.7030, 12.188217,  7.643933,   7.6870,  -2.1543,  0.150000, 227857.29
